Time_Index,Aquamarine_Westside,Arizona_Solar,GibsonSolar,Humboldt_Bay_Offshore_Wind,IndianValley_Hydro,Morro_Bay_Offshore_Wind,NW_Ext_Tx_Wind,New_Mexico_Wind,Northern_California_Solar,Northern_California_Wind,PutahCreek,Resurgence_Hybrid,Riverside_Palm_Springs_Wind,Riverside_Solar,WillowSpringsSolar,Wyoming_Wind,Arizona_Li_Battery,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_CPE_RA_i,CAM_CPE_RA_ii,CAM_DR_RA,CC_Power_GoalLine,CC_Power_Tumbleweed,FishLake,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Generic_RA_Only,Greater_Imperial_Geothermal,InState_Biomass,Leapfrog_Power,Northern_California_Geothermal,Northern_California_Li_Battery,Ormat_Portfolio,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Southern_Nevada_Geothermal,Tehachapi_Pumped_Storage,Tierra_Buena
546,0.051,0,0,0.11,0.023,0.04,0.112,0.17,0.002,0.064,0,0,0.119,0,0,0.819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
547,0,0,0,0.09,0.023,0.06,0.12,0.216,0,0.086,0,0,0.144,0,0,0.824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,0,0,0,0.08,0.023,0.08,0.136,0.258,0,0.105,0,0,0.142,0,0,0.82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
549,0,0,0,0.1,0.023,0.11,0.185,0.228,0,0.126,0,0,0.196,0,0,0.841,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550,0,0,0,0.14,0.023,0.14,0.211,0.236,0,0.143,0,0,0.259,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
551,0,0,0,0.23,0.023,0.15,0.226,0.277,0,0.155,0,0,0.319,0,0,0.831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
552,0,0,0,0.41,0.023,0.14,0.246,0.325,0,0.157,0,0,0.35,0,0,0.828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
553,0,0,0,0.71,0.023,0.13,0.266,0.387,0,0.156,0,0,0.387,0,0,0.807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
554,0,0,0,1,0.023,0.11,0.279,0.424,0,0.165,0,0,0.357,0,0,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
555,0,0,0,1,0.023,0.11,0.294,0.408,0,0.172,0,0,0.285,0,0,0.795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,0,0,0,1,0.023,0.12,0.315,0.387,0,0.17,0,0,0.277,0,0,0.784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,0,0,0,1,0.023,0.13,0.326,0.367,0,0.161,0,0,0.331,0,0,0.769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,0,0,0,1,0.023,0.11,0.334,0.367,0,0.155,0,0,0.408,0,0,0.714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
559,0,0.126,0,1,0.023,0.1,0.334,0.336,0,0.155,0,0,0.411,0.008,0,0.652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560,0,0.503,0,1,0.023,0.09,0.338,0.219,0.148,0.159,0.017,0.169,0.359,0.465,0,0.61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
561,0.013,0.716,0.505,0.91,0.023,0.08,0.334,0.18,0.572,0.16,0.433,0.527,0.267,0.762,0.027,0.602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,0.175,0.813,0.764,0.74,0.023,0.07,0.309,0.177,0.808,0.149,0.751,0.6,0.172,0.908,0.412,0.593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
563,0.26,0.873,0.735,0.7,0.023,0.08,0.275,0.193,0.915,0.134,0.723,0.601,0.101,1,0.75,0.583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
564,0.303,0.912,0.695,0.75,0.023,0.09,0.242,0.222,0.965,0.121,0.674,0.591,0.079,1,0.542,0.576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
565,0.328,0.918,0.675,0.69,0.023,0.11,0.205,0.253,0.943,0.113,0.649,0.635,0.063,1,0.621,0.559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,0.372,0.931,0.702,0.59,0.023,0.13,0.18,0.272,0.937,0.109,0.683,0.635,0.05,1,0.28,0.539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
567,0.401,0.864,0.742,0.55,0.023,0.14,0.183,0.27,0.9,0.104,0.732,0.596,0.028,0.912,0.521,0.56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
568,0.398,0.68,0.727,0.59,0.023,0.17,0.195,0.286,0.752,0.113,0.712,0.488,0.013,0.735,0.225,0.623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
569,0.338,0.245,0.304,0.64,0.023,0.21,0.197,0.297,0.251,0.121,0.26,0.159,0.006,0.415,0.167,0.649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570,0.051,0,0,0.66,0.023,0.21,0.198,0.315,0.002,0.118,0,0,0.007,0.001,0,0.664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
571,0,0,0,0.69,0.023,0.19,0.205,0.293,0,0.111,0,0,0.011,0,0,0.687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,0,0,0,0.72,0.023,0.18,0.2,0.251,0,0.108,0,0,0.006,0,0,0.712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,0,0,0,0.71,0.023,0.2,0.188,0.213,0,0.107,0,0,0,0,0,0.721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
574,0,0,0,0.7,0.023,0.24,0.178,0.2,0,0.11,0,0,0,0,0,0.712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
575,0,0,0,0.69,0.023,0.28,0.178,0.202,0,0.113,0,0,0,0,0,0.702,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
576,0,0,0,0.76,0.023,0.34,0.182,0.205,0,0.111,0,0,0,0,0,0.707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
577,0,0,0,0.64,0.023,0.42,0.181,0.195,0,0.109,0,0,0,0,0,0.72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
578,0,0,0,0.5,0.023,0.51,0.176,0.2,0,0.102,0,0,0,0,0,0.727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
579,0,0,0,0.45,0.023,0.6,0.169,0.22,0,0.091,0,0,0,0,0,0.722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
580,0,0,0,0.43,0.023,0.71,0.173,0.21,0,0.086,0,0,0,0,0,0.705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
581,0,0,0,0.35,0.023,0.82,0.175,0.166,0,0.079,0,0,0,0,0,0.69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
582,0,0,0,0.25,0.023,0.84,0.181,0.129,0,0.072,0,0,0,0,0,0.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
583,0,0.152,0,0.22,0.023,0.82,0.187,0.103,0,0.062,0,0,0,0.008,0,0.664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584,0,0.543,0.016,0.24,0.023,0.82,0.182,0.085,0.157,0.055,0.014,0.161,0,0.463,0.188,0.627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
585,0.013,0.762,0.138,0.29,0.023,0.84,0.178,0.075,0.577,0.048,0.155,0.529,0,0.758,0.687,0.584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
586,0.175,0.87,0.661,0.37,0.023,0.88,0.161,0.07,0.778,0.033,0.692,0.604,0,0.9,0.868,0.565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
587,0.26,0.923,0.611,0.58,0.023,0.95,0.137,0.066,0.897,0.024,0.484,0.619,0,0.95,0.786,0.558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588,0.303,0.951,0.503,0.87,0.023,1,0.107,0.064,0.919,0.02,0.5,0.589,0,0.994,0.77,0.554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589,0.328,0.984,0.511,1,0.023,1,0.08,0.063,0.936,0.021,0.456,0.607,0,1,0.791,0.567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
590,0.372,0.948,0.526,1,0.023,1,0.06,0.061,0.94,0.019,0.519,0.598,0,0.933,0.824,0.592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
591,0.401,0.905,0.696,1,0.023,1,0.046,0.061,0.896,0.018,0.684,0.592,0,0.813,0.819,0.631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
592,0.398,0.716,0.649,1,0.023,1,0.035,0.06,0.771,0.02,0.638,0.566,0,0.679,0.767,0.674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
593,0.338,0.266,0.245,1,0.023,1,0.024,0.062,0.274,0.024,0.024,0.186,0,0.331,0.26,0.684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594,0.051,0,0,1,0.023,1,0.017,0.058,0.003,0.025,0,0,0,0,0,0.686,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
595,0,0,0,1,0.023,1,0.012,0.06,0,0.023,0,0,0,0,0,0.683,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
596,0,0,0,1,0.023,1,0.01,0.07,0,0.023,0,0,0,0,0,0.686,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
597,0,0,0,1,0.023,1,0.012,0.088,0,0.024,0,0,0,0,0,0.707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
598,0,0,0,1,0.023,1,0.018,0.112,0,0.025,0,0,0,0,0,0.744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
599,0,0,0,1,0.023,1,0.027,0.127,0,0.03,0,0,0,0,0,0.795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600,0,0,0,1,0.023,1,0.038,0.137,0,0.038,0,0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
601,0,0,0,1,0.023,1,0.052,0.155,0,0.045,0,0,0,0,0,0.857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
602,0,0,0,1,0.023,1,0.067,0.157,0,0.047,0,0,0,0,0,0.887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
603,0,0,0,1,0.023,1,0.082,0.14,0,0.045,0,0,0,0,0,0.906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,0,0,0,1,0.023,1,0.091,0.138,0,0.05,0,0,0,0,0,0.879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
605,0,0,0,1,0.023,1,0.103,0.128,0,0.052,0,0,0,0,0,0.846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
606,0,0,0,1,0.023,1,0.125,0.135,0,0.058,0,0,0,0,0,0.78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
607,0,0.169,0,1,0.023,1,0.13,0.112,0,0.061,0,0,0,0.009,0,0.705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
608,0,0.581,0.019,1,0.023,1,0.124,0.07,0.077,0.069,0.018,0.164,0.002,0.466,0,0.644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,0.013,0.82,0.064,1,0.023,1,0.118,0.069,0.457,0.072,0.166,0.48,0,0.757,0.256,0.489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
610,0.175,0.937,0.452,1,0.023,1,0.103,0.083,0.698,0.067,0.745,0.583,0,0.918,0.748,0.348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
611,0.26,1,0.736,1,0.023,1,0.094,0.123,0.775,0.064,0.722,0.603,0,1,0.363,0.256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
612,0.303,1,0.696,0.98,0.023,1,0.091,0.188,0.88,0.066,0.675,0.582,0,1,0.441,0.201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
613,0.328,1,0.673,1,0.023,1,0.084,0.315,0.886,0.07,0.649,0.611,0.001,0.994,0.325,0.154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
614,0.372,1,0.502,1,0.023,1,0.081,0.507,0.899,0.071,0.565,0.588,0.01,0.984,0.289,0.134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
615,0.401,0.927,0.218,1,0.023,1,0.084,0.67,0.825,0.073,0.539,0.56,0.01,0.909,0.35,0.118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
616,0.398,0.726,0.142,1,0.023,1,0.092,0.758,0.687,0.089,0.109,0.533,0.026,0.734,0.138,0.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
617,0.338,0.276,0,1,0.023,1,0.104,0.851,0.201,0.113,0.037,0.189,0.055,0.364,0.246,0.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
618,0.051,0,0,1,0.023,1,0.116,0.947,0.003,0.129,0,0,0.088,0.001,0,0.187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
619,0,0,0,1,0.023,1,0.143,0.948,0,0.125,0,0,0.165,0,0,0.206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620,0,0,0,1,0.023,1,0.17,0.884,0,0.117,0,0,0.249,0,0,0.213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
621,0,0,0,0.88,0.023,0.85,0.169,0.828,0,0.105,0,0,0.282,0,0,0.236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
622,0,0,0,0.62,0.023,0.51,0.169,0.781,0,0.096,0,0,0.282,0,0,0.279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
623,0,0,0,0.45,0.023,0.38,0.166,0.778,0,0.095,0,0,0.278,0,0,0.326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
624,0,0,0,0.4,0.023,0.34,0.164,0.754,0,0.1,0,0,0.299,0,0,0.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
625,0,0,0,0.4,0.023,0.35,0.143,0.676,0,0.104,0,0,0.289,0,0,0.339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
626,0,0,0,0.39,0.023,0.36,0.126,0.562,0,0.118,0,0,0.261,0,0,0.337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
627,0,0,0,0.35,0.023,0.37,0.115,0.369,0,0.136,0,0,0.207,0,0,0.314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
628,0,0,0,0.25,0.023,0.38,0.116,0.289,0,0.138,0,0,0.161,0,0,0.313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
629,0,0,0,0.16,0.023,0.36,0.119,0.422,0,0.124,0,0,0.119,0,0,0.335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
630,0,0,0,0.12,0.023,0.33,0.125,0.373,0,0.112,0,0,0.08,0,0,0.303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
631,0,0.132,0,0.08,0.023,0.35,0.134,0.217,0,0.104,0,0,0.054,0,0,0.256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
632,0,0.477,0.007,0.07,0.023,0.4,0.139,0.106,0.101,0.109,0.006,0.177,0.041,0.059,0.181,0.232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
633,0.013,0.659,0.223,0.08,0.023,0.45,0.132,0.102,0.458,0.099,0.2,0.551,0.02,0.14,0.664,0.159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
634,0.175,0.759,0.389,0.07,0.023,0.43,0.125,0.088,0.663,0.083,0.573,0.601,0.009,0.275,0.908,0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
635,0.26,0.738,0.247,0.04,0.023,0.35,0.117,0.086,0.684,0.088,0.205,0.624,0.023,0.428,0.849,0.096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
636,0.303,0.788,0.502,0.02,0.023,0.25,0.116,0.1,0.592,0.095,0.496,0.63,0.046,0.647,0.769,0.087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,0.328,0.792,0.531,0,0.023,0.17,0.124,0.098,0.7,0.105,0.507,0.627,0.1,0.793,0.63,0.085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
638,0.372,0.853,0.679,0,0.023,0.12,0.145,0.085,0.725,0.121,0.656,0.595,0.167,0.774,0.357,0.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
639,0.401,0.77,0.695,0,0.023,0.11,0.156,0.078,0.711,0.137,0.106,0.583,0.247,0.731,0.215,0.113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
640,0.398,0.619,0.649,0,0.023,0.17,0.161,0.086,0.59,0.151,0.363,0.51,0.297,0.636,0.283,0.208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
641,0.338,0.24,0.118,0,0.023,0.26,0.178,0.12,0.17,0.204,0.105,0.222,0.322,0.16,0.076,0.338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
642,0.051,0,0,0.02,0.023,0.31,0.18,0.119,0.003,0.234,0,0,0.245,0,0,0.429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
643,0,0,0,0.04,0.023,0.3,0.157,0.101,0,0.236,0,0,0.162,0,0,0.562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,0,0,0,0.06,0.023,0.3,0.136,0.086,0,0.228,0,0,0.152,0,0,0.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
645,0,0,0,0.08,0.023,0.28,0.13,0.083,0,0.227,0,0,0.115,0,0,0.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
646,0,0,0,0.1,0.023,0.26,0.13,0.095,0,0.244,0,0,0.089,0,0,0.719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
647,0,0,0,0.11,0.023,0.27,0.124,0.117,0,0.273,0,0,0.049,0,0,0.771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
648,0,0,0,0.14,0.023,0.38,0.115,0.118,0,0.333,0,0,0.017,0,0,0.814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
649,0,0,0,0.18,0.023,0.59,0.11,0.129,0,0.378,0,0,0.001,0,0,0.855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
650,0,0,0,0.25,0.023,0.84,0.105,0.108,0,0.407,0,0,0,0,0,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
651,0,0,0,0.36,0.023,1,0.105,0.081,0,0.406,0,0,0,0,0,0.935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
652,0,0,0,0.46,0.023,1,0.104,0.086,0,0.424,0,0,0,0,0,0.944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
