Time_Index,GibsonSolar,PutahCreek,Resurgence_Hybrid,WillowSpringsSolar
1049,0.495,0.38,0.375,0.004
1050,0.016,0.016,0.017,0
1051,0,0,0,0
1052,0,0,0,0
1053,0,0,0,0
1054,0,0,0,0
1055,0,0,0,0
1056,0,0,0,0
1057,0,0,0,0
1058,0,0,0,0
1059,0,0,0,0
1060,0,0,0,0
1061,0,0,0,0
1062,0,0,0,0
1063,0,0,0,0
1064,0.106,0.093,0.375,0.339
1065,0.615,0.548,0.666,0.865
1066,0.792,0.78,0.737,0.947
1067,0.803,0.787,0.757,0.919
1068,0.779,0.758,0.74,0.896
1069,0.762,0.74,0.745,0.893
1070,0.789,0.771,0.765,0.89
1071,0.811,0.796,0.777,0.897
1072,0.8,0.782,0.725,0.897
1073,0.52,0.457,0.466,0.501
1074,0.025,0.029,0.024,0.001
1075,0,0,0,0
1076,0,0,0,0
1077,0,0,0,0
1078,0,0,0,0
1079,0,0,0,0
1080,0,0,0,0
1081,0,0,0,0
1082,0,0,0,0
1083,0,0,0,0
1084,0,0,0,0
1085,0,0,0,0
1086,0,0,0,0
1087,0,0,0.002,0
1088,0.118,0.099,0.375,0.032
1089,0.616,0.544,0.661,0.673
1090,0.775,0.761,0.707,0.784
1091,0.634,0.775,0.736,0.943
1092,0.772,0.617,0.731,0.889
1093,0.618,0.617,0.751,0.895
1094,0.65,0.593,0.753,0.914
1095,0.568,0.634,0.747,0.901
1096,0.575,0.561,0.699,0.829
1097,0.384,0.328,0.437,0.468
1098,0.015,0.013,0.025,0
1099,0,0,0,0
1100,0,0,0,0
1101,0,0,0,0
1102,0,0,0,0
1103,0,0,0,0
1104,0,0,0,0
1105,0,0,0,0
1106,0,0,0,0
1107,0,0,0,0
1108,0,0,0,0
1109,0,0,0,0
1110,0,0,0,0
1111,0,0,0.007,0
1112,0,0.112,0.384,0.079
1113,0.128,0.61,0.691,0.134
1114,0.821,0.526,0.765,0.527
1115,0.803,0.799,0.76,0.607
1116,0.785,0.769,0.722,0.541
1117,0.642,0.598,0.713,0.493
1118,0.789,0.771,0.706,0.646
1119,0.809,0.8,0.704,0.215
1120,0.494,0.792,0.609,0.055
1121,0.527,0.487,0.376,0.011
1122,0.023,0.023,0.015,0
1123,0,0,0,0
1124,0,0,0,0
1125,0,0,0,0
1126,0,0,0,0
1127,0,0,0,0
1128,0,0,0,0
1129,0,0,0,0
1130,0,0,0,0
1131,0,0,0,0
1132,0,0,0,0
1133,0,0,0,0
1134,0,0,0,0
1135,0,0,0.006,0
1136,0,0,0.333,0.298
1137,0.018,0.01,0.639,0.805
1138,0.059,0.062,0.716,0.893
1139,0.141,0.086,0.727,0.908
1140,0.103,0.138,0.709,0.89
1141,0.11,0.153,0.759,0.855
1142,0.097,0.149,0.754,0.845
1143,0.103,0.029,0.656,0.819
1144,0.036,0.072,0.619,0.767
1145,0.027,0.014,0.4,0.484
1146,0,0,0.021,0.006
1147,0,0,0,0
1148,0,0,0,0
1149,0,0,0,0
1150,0,0,0,0
1151,0,0,0,0
1152,0,0,0,0
1153,0,0,0,0
1154,0,0,0,0
1155,0,0,0,0
1156,0,0,0,0
1157,0,0,0,0
1158,0,0,0,0
1159,0,0,0.008,0
1160,0,0.027,0.33,0
1161,0.043,0.028,0.607,0.549
1162,0.162,0.1,0.737,0.902
1163,0.1,0.083,0.721,0.85
1164,0.201,0.107,0.707,0.8
1165,0.112,0.086,0.719,0.787
1166,0.459,0.149,0.717,0.61
1167,0.43,0.419,0.706,0.738
1168,0.312,0.373,0.665,0.896
1169,0.294,0.225,0.401,0.502
1170,0,0,0.024,0.016
1171,0,0,0,0
1172,0,0,0,0
1173,0,0,0,0
1174,0,0,0,0
1175,0,0,0,0
1176,0,0,0,0
1177,0,0,0,0
1178,0,0,0,0
1179,0,0,0,0
1180,0,0,0,0
1181,0,0,0,0
1182,0,0,0,0
1183,0,0,0.009,0
1184,0.012,0.15,0.303,0.082
1185,0.105,0.191,0.602,0.069
1186,0.848,0.436,0.668,0.442
1187,0.838,0.825,0.695,0.92
1188,0.134,0.135,0.661,0.898
1189,0.334,0.102,0.699,0.88
1190,0.187,0.1,0.67,0.918
1191,0.376,0.289,0.682,0.974
1192,0.1,0.056,0.613,0.956
1193,0.033,0.03,0.404,0.535
1194,0,0,0.026,0.014
1195,0,0,0,0
1196,0,0,0,0
1197,0,0,0,0
1198,0,0,0,0
1199,0,0,0,0
1200,0,0,0,0
1201,0,0,0,0
1202,0,0,0,0
1203,0,0,0,0
1204,0,0,0,0
1205,0,0,0,0
1206,0,0,0,0
1207,0,0,0.014,0
1208,0,0.008,0.381,0.001
1209,0,0.12,0.647,0.608
1210,0.182,0.112,0.746,0.68
1211,0.421,0.066,0.714,0.738
1212,0.104,0.173,0.726,0.635
1213,0.427,0.472,0.72,0.797
1214,0.279,0.152,0.708,0.837
1215,0.221,0.237,0.69,0.59
1216,0.361,0.621,0.657,0.675
1217,0.077,0.111,0.462,0.468
1218,0.015,0.012,0.035,0.012
1219,0,0,0,0
1220,0,0,0,0
1221,0,0,0,0
1222,0,0,0,0
1223,0,0,0,0
1224,0,0,0,0
1225,0,0,0,0
1226,0,0,0,0
1227,0,0,0,0
1228,0,0,0,0
1229,0,0,0,0
1230,0,0,0,0
1231,0,0,0.015,0
1232,0,0,0.378,0.323
1233,0,0,0.648,0.687
1234,0.129,0.102,0.729,0.714
1235,0.29,0.226,0.723,0.942
1236,0.439,0.534,0.747,0.882
1237,0.273,0.354,0.739,0.806
1238,0.24,0.361,0.77,0.894
1239,0.474,0.645,0.781,0.935
1240,0.85,0.574,0.693,0.932
1241,0.631,0.208,0.47,0.539
1242,0.011,0.069,0.034,0.031
1243,0,0,0,0
1244,0,0,0,0
1245,0,0,0,0
1246,0,0,0,0
1247,0,0,0,0
1248,0,0,0,0
1249,0,0,0,0
1250,0,0,0,0
1251,0,0,0,0
1252,0,0,0,0
1253,0,0,0,0
1254,0,0,0,0
1255,0,0,0.021,0
1256,0.127,0.09,0.406,0.418
1257,0.091,0.275,0.668,0.951
1258,0.678,0.396,0.76,0.986
1259,0.634,0.856,0.746,0.963
1260,0.655,0.592,0.742,0.711
1261,0.265,0.61,0.72,0.927
1262,0.859,0.107,0.691,0.931
1263,0.626,0.592,0.699,0.965
1264,0.612,0.617,0.628,0.976
1265,0.383,0.081,0.428,0.559
1266,0,0.01,0.033,0.02
1267,0,0,0,0
1268,0,0,0,0
1269,0,0,0,0
1270,0,0,0,0
1271,0,0,0,0
1272,0,0,0,0
1273,0,0,0,0
1274,0,0,0,0
1275,0,0,0,0
1276,0,0,0,0
1277,0,0,0,0
1278,0,0,0,0
1279,0,0,0.02,0
1280,0.264,0.221,0.388,0.372
1281,0.301,0.146,0.601,0.912
1282,0.911,0.914,0.664,0.945
1283,0.893,0.883,0.708,0.956
1284,0.859,0.843,0.69,0.917
1285,0.837,0.823,0.707,0.892
1286,0.852,0.833,0.672,0.921
1287,0.653,0.647,0.692,0.967
1288,0.592,0.59,0.631,0.97
1289,0.17,0.319,0.455,0.557
1290,0.039,0.039,0.043,0.043
1291,0,0,0,0
1292,0,0,0,0
1293,0,0,0,0
1294,0,0,0,0
1295,0,0,0,0
1296,0,0,0,0
1297,0,0,0,0
1298,0,0,0,0
1299,0,0,0,0
1300,0,0,0,0
1301,0,0,0,0
1302,0,0,0,0
1303,0,0,0.027,0
1304,0,0,0.465,0.368
1305,0.03,0.008,0.745,0.929
1306,0.031,0.026,0.801,0.986
1307,0.141,0.092,0.808,0.961
1308,0.178,0.185,0.814,0.916
1309,0.095,0.153,0.83,0.916
1310,0.071,0.12,0.801,0.929
1311,0.086,0.077,0.807,0.968
1312,0.105,0.356,0.745,0.961
1313,0.048,0.113,0.527,0.57
1314,0.074,0.074,0.047,0.048
1315,0,0,0,0
1316,0,0,0,0
1317,0,0,0,0
1318,0,0,0,0
1319,0,0,0,0
1320,0,0,0,0
1321,0,0,0,0
1322,0,0,0,0
1323,0,0,0,0
1324,0,0,0,0
1325,0,0,0,0
1326,0,0,0,0
1327,0,0,0.035,0
1328,0,0,0.534,0.24
1329,0.773,0.023,0.794,0.689
1330,0.291,0.865,0.836,0.819
1331,0.861,0.723,0.822,0.532
1332,0.648,0.824,0.776,0.478
1333,0.824,0.209,0.783,0.587
1334,0.514,0.373,0.74,0.924
1335,0.732,0.842,0.734,0.952
1336,0.839,0.837,0.659,0.939
1337,0.65,0.219,0.485,0.581
1338,0.086,0.091,0.046,0.039
1339,0,0,0,0
1340,0,0,0,0
1341,0,0,0,0
1342,0,0,0,0
1343,0,0,0,0
1344,0,0,0,0
1345,0,0,0,0
1346,0,0,0,0
1347,0,0,0,0
1348,0,0,0,0
1349,0,0,0,0
1350,0,0,0,0
1351,0,0,0.031,0
1352,0.289,0.24,0.464,0.468
1353,0.832,0.791,0.712,0.899
1354,0.634,0.854,0.789,0.832
1355,0.761,0.71,0.763,0.95
1356,0.848,0.735,0.738,0.956
1357,0.736,0.699,0.756,0.91
1358,0.705,0.659,0.797,0.971
1359,0.654,0.745,0.792,0.965
1360,0.508,0.436,0.72,0.964
1361,0.221,0.486,0.498,0.582
1362,0.007,0.061,0.053,0.071
1363,0,0,0,0
1364,0,0,0,0
1365,0,0,0,0
1366,0,0,0,0
1367,0,0,0,0
1368,0,0,0,0
1369,0,0,0,0
1370,0,0,0,0
1371,0,0,0,0
1372,0,0,0,0
1373,0,0,0,0
1374,0,0,0,0
1375,0,0,0.032,0
1376,0.305,0.253,0.427,0.502
1377,0.851,0.813,0.63,0.953
1378,0.922,0.908,0.698,0.987
1379,0.913,0.902,0.671,0.981
1380,0.877,0.862,0.672,0.959
1381,0.856,0.84,0.693,0.938
1382,0.869,0.853,0.688,0.961
1383,0.886,0.875,0.734,0.989
1384,0.872,0.862,0.642,0.94
1385,0.694,0.626,0.464,0.502
1386,0.107,0.11,0.052,0
1387,0,0,0,0
1388,0,0,0,0
1389,0,0,0,0
1390,0,0,0,0
1391,0,0,0,0
1392,0,0,0,0
1393,0,0,0,0
1394,0,0,0,0
1395,0,0,0,0
1396,0,0,0,0
1397,0,0,0,0
1398,0,0,0,0
1399,0,0,0.052,0
1400,0.356,0.298,0.608,0.457
1401,0.906,0.878,0.854,0.956
1402,0.952,0.944,0.881,0.993
1403,0.933,0.921,0.861,0.982
1404,0.898,0.885,0.808,0.96
1405,0.881,0.862,0.828,0.94
1406,0.893,0.88,0.821,0.931
1407,0.91,0.901,0.783,0.98
1408,0.91,0.898,0.721,0.964
1409,0.649,0.601,0.576,0.562
1410,0.096,0.106,0.074,0.005
1411,0,0,0,0
1412,0,0,0,0
1413,0,0,0,0
1414,0,0,0,0
1415,0,0,0,0
1416,0,0,0,0
1417,0,0,0,0
1418,0,0,0,0
1419,0,0,0,0
1420,0,0,0,0
1421,0,0,0,0
1422,0,0,0,0
1423,0,0,0.048,0
1424,0.058,0.251,0.601,0.308
1425,0.762,0.776,0.815,0.837
1426,0.751,0.861,0.871,0.939
1427,0.872,0.86,0.867,0.972
1428,0.846,0.832,0.815,0.957
1429,0.718,0.815,0.831,0.953
1430,0.851,0.835,0.816,0.916
1431,0.698,0.861,0.811,0.934
1432,0.411,0.858,0.747,0.95
1433,0.054,0.637,0.579,0.623
1434,0.025,0.119,0.071,0.118
1435,0,0,0,0
1436,0,0,0,0
1437,0,0,0,0
1438,0,0,0,0
1439,0,0,0,0
1440,0,0,0,0
1441,0,0,0,0
1442,0,0,0,0
1443,0,0,0,0
1444,0,0,0,0
1445,0,0,0,0
1446,0,0,0,0
1447,0,0,0.047,0
1448,0,0.04,0.577,0.528
1449,0.088,0.133,0.787,0.993
1450,0.144,0.437,0.824,0.993
1451,0.46,0.603,0.804,0.969
1452,0.361,0.636,0.745,0.904
1453,0.603,0.647,0.786,0.859
1454,0.492,0.474,0.79,0.838
1455,0.872,0.337,0.744,0.905
1456,0.854,0.149,0.669,0.917
1457,0.68,0.104,0.548,0.579
1458,0.11,0.02,0.064,0.115
1459,0,0,0,0
1460,0,0,0,0
1461,0,0,0,0
1462,0,0,0,0
1463,0,0,0,0
1464,0,0,0,0
1465,0,0,0,0
1466,0,0,0,0
1467,0,0,0,0
1468,0,0,0,0
1469,0,0,0,0
1470,0,0,0,0
1471,0,0,0.048,0
1472,0.325,0,0.567,0.521
1473,0.644,0.128,0.745,0.989
1474,0.74,0.441,0.825,0.993
1475,0.709,0.621,0.836,0.953
1476,0.724,0.56,0.832,0.922
1477,0.685,0.048,0.832,0.923
1478,0.537,0.129,0.827,0.943
1479,0.585,0.186,0.823,0.966
1480,0.387,0.795,0.761,0.935
1481,0.183,0.557,0.584,0.617
1482,0.044,0.101,0.059,0.13
1483,0,0,0,0
1484,0,0,0,0
1485,0,0,0,0
1486,0,0,0,0
1487,0,0,0,0
1488,0,0,0,0
1489,0,0,0,0
1490,0,0,0,0
1491,0,0,0,0
1492,0,0,0,0
1493,0,0,0,0
1494,0,0,0,0
1495,0,0,0.057,0
1496,0.041,0.265,0.581,0.494
1497,0.12,0.776,0.742,0.979
1498,0.326,0.878,0.793,0.985
1499,0.097,0.883,0.829,0.943
1500,0.197,0.856,0.823,0.94
1501,0.501,0.838,0.841,0.933
1502,0.552,0.858,0.817,0.908
1503,0.435,0.878,0.806,0.926
1504,0.437,0.867,0.73,0.918
1505,0.667,0.649,0.594,0.629
1506,0.104,0.127,0.063,0.134
1507,0,0,0,0
1508,0,0,0,0
1509,0,0,0,0
1510,0,0,0,0
1511,0,0,0,0
1512,0,0,0,0
1513,0,0,0,0
1514,0,0,0,0
1515,0,0,0,0
1516,0,0,0,0
1517,0,0,0,0
1518,0,0,0,0
1519,0,0,0.076,0.022
1520,0.374,0.157,0.668,0.565
1521,0.854,0.842,0.825,0.993
1522,0.917,0.919,0.844,0.993
1523,0.909,0.882,0.839,0.993
1524,0.886,0.736,0.811,0.93
1525,0.869,0.722,0.824,0.932
1526,0.883,0.86,0.829,0.911
1527,0.896,0.767,0.814,0.94
1528,0.892,0.648,0.716,0.896
1529,0.765,0.343,0.463,0.623
1530,0.15,0.06,0.064,0.126
1531,0,0,0,0
1532,0,0,0,0
1533,0,0,0,0
1534,0,0,0,0
1535,0,0,0,0
1536,0,0,0,0
1537,0,0,0,0
1538,0,0,0,0
1539,0,0,0,0
1540,0,0,0,0
1541,0,0,0,0
1542,0,0,0,0
1543,0,0,0.07,0.006
1544,0.412,0.303,0.591,0.5
1545,0.878,0.815,0.774,0.95
1546,0.935,0.906,0.812,0.772
1547,0.913,0.715,0.837,0.834
1548,0.886,0.716,0.818,0.82
1549,0.868,0.698,0.845,0.64
1550,0.878,0.531,0.777,0.7
1551,0.889,0.569,0.736,0.738
1552,0.719,0.54,0.689,0.768
1553,0.524,0.389,0.552,0.589
1554,0.087,0.01,0.082,0.143
1555,0,0,0,0
1556,0,0,0,0
1557,0,0,0,0
1558,0,0,0,0
1559,0,0,0,0
1560,0,0,0,0
1561,0,0,0,0
1562,0,0,0,0
1563,0,0,0,0
1564,0,0,0,0
1565,0,0,0,0
1566,0,0,0,0
1567,0,0,0.078,0
1568,0.276,0.195,0.55,0.465
1569,0.689,0.233,0.72,0.92
1570,0.587,0.438,0.79,0.993
1571,0.77,0.904,0.845,0.993
1572,0.88,0.673,0.816,0.948
1573,0.864,0.68,0.824,0.972
1574,0.88,0.566,0.784,0.956
1575,0.889,0.695,0.814,0.982
1576,0.872,0.503,0.766,0.992
1577,0.734,0.644,0.541,0.658
1578,0.154,0.045,0.092,0.148
1579,0,0,0,0
1580,0,0,0,0
1581,0,0,0,0
1582,0,0,0,0
1583,0,0,0,0
1584,0,0,0,0
1585,0,0,0,0
1586,0,0,0,0
1587,0,0,0,0
1588,0,0,0,0
1589,0,0,0,0
1590,0,0,0,0
1591,0,0,0,0
1592,0,0,0.101,0.014
1593,0.436,0.006,0.63,0.58
1594,0.871,0.866,0.848,0.993
1595,0.927,0.932,0.876,0.993
1596,0.902,0.841,0.878,0.993
1597,0.883,0.889,0.859,0.973
1598,0.871,0.873,0.857,0.953
1599,0.88,0.89,0.866,0.915
1600,0.894,0.905,0.878,0.637
1601,0.885,0.904,0.867,0.395
1602,0.775,0.721,0.68,0.377
1603,0.171,0.172,0.096,0.15
1604,0,0,0,0
1605,0,0,0,0
1606,0,0,0,0
1607,0,0,0,0
1608,0,0,0,0
1609,0,0,0,0
1610,0,0,0,0
1611,0,0,0,0
1612,0,0,0,0
1613,0,0,0,0
1614,0,0,0,0
1615,0,0,0,0
1616,0,0,0.115,0.016
1617,0.086,0.389,0.656,0.176
1618,0.209,0.871,0.848,0.474
1619,0.91,0.939,0.84,0.894
1620,0.893,0.924,0.868,0.85
1621,0.867,0.906,0.85,0.833
1622,0.728,0.895,0.89,0.854
1623,0.737,0.916,0.895,0.355
1624,0.872,0.933,0.919,0.096
1625,0.855,0.937,0.827,0.013
1626,0.645,0.772,0.629,0.064
1627,0.17,0.2,0.106,0.004
1628,0,0,0,0
1629,0,0,0,0
1630,0,0,0,0
1631,0,0,0,0
1632,0,0,0,0
1633,0,0,0,0
1634,0,0,0,0
1635,0,0,0,0
1636,0,0,0,0
1637,0,0,0,0
1638,0,0,0,0
1639,0,0,0,0
1640,0,0,0.117,0.11
1641,0.476,0.422,0.653,0.605
1642,0.891,0.909,0.879,0.993
1643,0.932,0.891,0.882,0.993
1644,0.915,0.94,0.877,0.901
1645,0.891,0.912,0.807,0.908
1646,0.875,0.782,0.872,0.899
1647,0.885,0.903,0.851,0.923
1648,0.895,0.924,0.856,0.965
1649,0.89,0.918,0.815,0.989
1650,0.787,0.741,0.631,0.659
1651,0.196,0.189,0.116,0.152
1652,0,0,0,0
1653,0,0,0,0
1654,0,0,0,0
1655,0,0,0,0
1656,0,0,0,0
1657,0,0,0,0
1658,0,0,0,0
1659,0,0,0,0
1660,0,0,0,0
1661,0,0,0,0
1662,0,0,0,0
1663,0,0,0,0
1664,0,0,0.113,0.02
1665,0.474,0.393,0.614,0.676
1666,0.881,0.86,0.821,0.993
1667,0.936,0.921,0.845,0.993
1668,0.921,0.912,0.861,0.986
1669,0.898,0.887,0.847,0.955
1670,0.886,0.871,0.871,0.905
1671,0.898,0.766,0.828,0.926
1672,0.908,0.906,0.808,0.979
1673,0.902,0.894,0.757,0.992
1674,0.8,0.481,0.577,0.729
1675,0.215,0.106,0.115,0.166
1676,0,0,0,0
1677,0,0,0,0
1678,0,0,0,0
1679,0,0,0,0
1680,0,0,0,0
1681,0,0,0,0
1682,0,0,0,0
1683,0,0,0,0
1684,0,0,0,0
1685,0,0,0,0
1686,0,0,0,0
1687,0,0,0,0
1688,0,0,0.144,0.033
1689,0.497,0.408,0.722,0.578
1690,0.885,0.86,0.897,0.993
1691,0.931,0.919,0.904,0.993
1692,0.917,0.899,0.923,0.993
1693,0.892,0.874,0.907,0.976
1694,0.884,0.86,0.909,0.987
1695,0.889,0.875,0.899,0.973
1696,0.906,0.89,0.885,0.965
1697,0.891,0.883,0.847,0.944
1698,0.787,0.681,0.629,0.679
1699,0.214,0.192,0.121,0.161
1700,0,0,0,0
1701,0,0,0,0
1702,0,0,0,0
1703,0,0,0,0
1704,0,0,0,0
1705,0,0,0,0
1706,0,0,0,0
1707,0,0,0,0
1708,0,0,0,0
1709,0,0,0,0
1710,0,0,0,0
1711,0,0,0,0
1712,0,0,0.146,0.066
1713,0.462,0.437,0.721,0.55
1714,0.852,0.866,0.917,0.986
1715,0.911,0.918,0.908,0.993
1716,0.922,0.817,0.913,0.993
1717,0.899,0.722,0.88,0.984
1718,0.893,0.662,0.876,0.979
1719,0.911,0.748,0.864,0.976
1720,0.931,0.888,0.845,0.931
1721,0.935,0.877,0.787,0.767
1722,0.839,0.721,0.604,0.362
1723,0.239,0.194,0.124,0.003
1724,0,0,0,0
1725,0,0,0,0
1726,0,0,0,0
1727,0,0,0,0
1728,0,0,0,0
1729,0,0,0,0
1730,0,0,0,0
1731,0,0,0,0
1732,0,0,0,0
1733,0,0,0,0
1734,0,0,0,0
1735,0,0,0,0
1736,0.011,0,0.146,0
1737,0.532,0.081,0.665,0
1738,0.926,0.486,0.877,0.048
1739,0.973,0.571,0.889,0.586
1740,0.969,0.771,0.909,0.931
1741,0.945,0.7,0.873,0.961
1742,0.929,0.649,0.894,0.988
1743,0.938,0.57,0.881,0.981
1744,0.952,0.479,0.87,0.993
1745,0.938,0.819,0.844,0.987
1746,0.834,0.19,0.664,0.696
1747,0.251,0.055,0.138,0.189
1748,0,0,0,0
1749,0,0,0,0
1750,0,0,0,0
1751,0,0,0,0
1752,0,0,0,0
1753,0,0,0,0
1754,0,0,0,0
1755,0,0,0,0
1756,0,0,0,0
1757,0,0,0,0
1758,0,0,0,0
1759,0,0,0,0
1760,0.022,0,0.162,0
1761,0.565,0.088,0.681,0.009
1762,0.935,0.392,0.83,0.065
1763,0.98,0.484,0.838,0.086
1764,0.96,0.657,0.851,0.112
1765,0.938,0.723,0.864,0.461
1766,0.927,0.725,0.88,0.566
1767,0.934,0.72,0.87,0.5
1768,0.939,0.708,0.861,0.567
1769,0.762,0.745,0.788,0.712
1770,0.539,0.336,0.625,0.662
1771,0.081,0.04,0.126,0.169
1772,0,0,0,0
1773,0,0,0,0
1774,0,0,0,0
1775,0,0,0,0
1776,0,0,0,0
1777,0,0,0,0
1778,0,0,0,0
1779,0,0,0,0
1780,0,0,0,0
1781,0,0,0,0
1782,0,0,0,0
1783,0,0,0,0
1784,0.009,0.013,0.16,0.103
1785,0.319,0.457,0.671,0.586
1786,0.699,0.878,0.849,0.822
1787,0.957,0.928,0.876,0.698
1788,0.711,0.924,0.891,0.536
1789,0.715,0.899,0.89,0.282
1790,0.611,0.783,0.862,0.527
1791,0.548,0.894,0.854,0.956
1792,0.375,0.901,0.837,0.993
1793,0.334,0.891,0.794,0.993
1794,0.098,0.319,0.578,0.767
1795,0.037,0.098,0.121,0.201
1796,0,0,0,0
1797,0,0,0,0
1798,0,0,0,0
1799,0,0,0,0
1800,0,0,0,0
1801,0,0,0,0
1802,0,0,0,0
1803,0,0,0,0
1804,0,0,0,0
1805,0,0,0,0
1806,0,0,0,0
1807,0,0,0,0
1808,0.009,0.018,0.168,0.17
1809,0.225,0.512,0.661,0.758
1810,0.416,0.582,0.812,0.993
1811,0.618,0.969,0.837,0.993
1812,0.543,0.95,0.848,0.993
1813,0.601,0.922,0.826,0.993
1814,0.76,0.905,0.87,0.993
1815,0.688,0.918,0.823,0.993
1816,0.543,0.68,0.757,0.993
1817,0.489,0.901,0.747,0.992
1818,0.574,0.521,0.583,0.759
1819,0.061,0.07,0.137,0.2
1820,0,0,0,0
1821,0,0,0,0
1822,0,0,0,0
1823,0,0,0,0
1824,0,0,0,0
1825,0,0,0,0
1826,0,0,0,0
1827,0,0,0,0
1828,0,0,0,0
1829,0,0,0,0
1830,0,0,0,0
1831,0,0,0,0
1832,0,0.027,0.208,0.177
1833,0.017,0.211,0.749,0.744
1834,0.134,0.644,0.882,0.993
1835,0.352,0.576,0.907,0.993
1836,0.326,0.667,0.915,0.993
1837,0.344,0.708,0.903,0.993
1838,0.475,0.6,0.901,0.993
1839,0.356,0.638,0.899,0.993
1840,0.109,0.463,0.845,0.993
1841,0.242,0.42,0.792,0.993
1842,0.071,0.398,0.622,0.77
1843,0.009,0.019,0.159,0.204
1844,0,0,0,0
1845,0,0,0,0
1846,0,0,0,0
1847,0,0,0,0
1848,0,0,0,0
1849,0,0,0,0
1850,0,0,0,0
1851,0,0,0,0
1852,0,0,0,0
1853,0,0,0,0
1854,0,0,0,0
1855,0,0,0,0
1856,0,0.008,0.199,0.209
1857,0,0.135,0.684,0.751
1858,0.013,0.392,0.784,0.993
1859,0.144,0.648,0.859,0.993
1860,0.363,0.603,0.871,0.993
1861,0.479,0.336,0.872,0.993
1862,0.531,0.343,0.866,0.993
1863,0.44,0.234,0.876,0.993
1864,0.679,0.213,0.867,0.993
1865,0.449,0.058,0.826,0.993
1866,0.104,0.032,0.645,0.784
1867,0,0.018,0.174,0.213
1868,0,0,0,0
1869,0,0,0,0
1870,0,0,0,0
1871,0,0,0,0
1872,0,0,0,0
1873,0,0,0,0
1874,0,0,0,0
1875,0,0,0,0
1876,0,0,0,0
1877,0,0,0,0
1878,0,0,0,0
1879,0,0,0,0
1880,0.017,0,0.187,0
1881,0.355,0.06,0.581,0.084
1882,0.766,0.03,0.792,0.165
1883,0.397,0.092,0.792,0.112
1884,0.325,0.465,0.8,0.58
1885,0.781,0.319,0.845,0.952
1886,0.086,0.167,0.86,0.993
1887,0.745,0.124,0.832,0.993
1888,0.571,0.637,0.768,0.993
1889,0.206,0.917,0.753,0.993
1890,0.111,0.773,0.62,0.782
1891,0.011,0.241,0.155,0.225
1892,0,0,0,0
1893,0,0,0,0
1894,0,0,0,0
1895,0,0,0,0
1896,0,0,0,0
1897,0,0,0,0
1898,0,0,0,0
1899,0,0,0,0
1900,0,0,0,0
1901,0,0,0,0
1902,0,0,0,0
1903,0,0,0,0
1904,0,0.055,0.205,0.225
1905,0.116,0.565,0.68,0.804
1906,0.413,0.943,0.794,0.993
1907,0.743,0.973,0.804,0.993
1908,0.7,0.974,0.829,0.993
1909,0.739,0.963,0.818,0.993
1910,0.609,0.951,0.838,0.993
1911,0.359,0.962,0.78,0.993
1912,0.237,0.973,0.785,0.993
1913,0.189,0.97,0.704,0.993
1914,0.047,0.853,0.539,0.769
1915,0.016,0.29,0.147,0.22
1916,0,0,0,0
1917,0,0,0,0
1918,0,0,0,0
1919,0,0,0,0
1920,0,0,0,0
1921,0,0,0,0
1922,0,0,0,0
1923,0,0,0,0
1924,0,0,0,0
1925,0,0,0,0
1926,0,0,0,0
1927,0,0,0,0
1928,0.019,0.046,0.22,0.21
1929,0.286,0.541,0.65,0.775
1930,0.181,0.921,0.796,0.993
1931,0.33,0.973,0.847,0.993
1932,0.64,0.973,0.865,0.993
1933,0.707,0.971,0.876,0.993
1934,0.157,0.961,0.9,0.993
1935,0.176,0.972,0.891,0.993
1936,0.177,0.973,0.871,0.993
1937,0.295,0.973,0.836,0.993
1938,0.05,0.862,0.679,0.655
1939,0.029,0.289,0.178,0.141
1940,0,0,0,0
1941,0,0,0,0
1942,0,0,0,0
1943,0,0,0,0
1944,0,0,0,0
1945,0,0,0,0
1946,0,0,0,0
1947,0,0,0,0
1948,0,0,0,0
1949,0,0,0,0
1950,0,0,0,0
1951,0,0,0,0
1952,0.019,0.071,0.217,0.172
1953,0.071,0.6,0.745,0.322
1954,0.058,0.949,0.874,0.331
1955,0.122,0.973,0.913,0.329
1956,0.336,0.971,0.915,0.406
1957,0.585,0.95,0.925,0.528
1958,0.314,0.837,0.894,0.925
1959,0.374,0.944,0.862,0.971
1960,0.539,0.947,0.875,0.993
1961,0.96,0.931,0.809,0.993
1962,0.545,0.574,0.689,0.78
1963,0.339,0.276,0.18,0.213
1964,0,0,0,0
1965,0,0,0,0
1966,0,0,0,0
1967,0,0,0,0
1968,0,0,0,0
1969,0,0,0,0
1970,0,0,0,0
1971,0,0,0,0
1972,0,0,0,0
1973,0,0,0,0
1974,0,0,0,0
1975,0,0,0,0
1976,0.017,0.074,0.237,0.239
1977,0.18,0.583,0.795,0.826
1978,0.549,0.922,0.893,0.993
1979,0.645,0.964,0.915,0.993
1980,0.4,0.953,0.91,0.993
1981,0.856,0.934,0.91,0.993
1982,0.772,0.923,0.943,0.993
1983,0.694,0.935,0.939,0.993
1984,0.715,0.95,0.93,0.993
1985,0.98,0.731,0.893,0.993
1986,0.885,0.776,0.7,0.791
1987,0.373,0.275,0.187,0.239
1988,0,0,0,0
1989,0,0,0,0
1990,0,0,0,0
1991,0,0,0,0
1992,0,0,0,0
1993,0,0,0,0
1994,0,0,0,0
1995,0,0,0,0
1996,0,0,0,0
